Partner Data Point File,,,
2.83833,0.077082,0.8489,15.27
2.84,0.077134,0.8489,15.28
2.84167,0.077159,0.8489,15.28
2.84333,0.077166,0.8489,15.28
2.845,0.077169,0.8489,15.29
2.84667,0.077167,0.8489,15.28
2.84833,0.077192,0.8489,15.29
2.85,0.077222,0.8489,15.3
2.85167,0.077278,0.8489,15.3
2.85333,0.077345,0.8517,15.31
2.855,0.077416,0.8545,15.33
2.85667,0.077827,0.8629,15.43
2.85833,0.078017,0.8573,15.48
2.86,0.078057,0.8545,15.48
2.86167,0.077778,0.8461,15.41
2.86333,0.077494,0.8461,15.36
2.865,0.077437,0.8517,15.35
2.86667,0.077503,0.8629,15.36
2.86833,0.077969,0.8629,15.46
2.87,0.078184,0.8629,15.5
2.87167,0.0782,0.8573,15.51
2.87333,0.078176,0.8573,15.49
2.875,0.078157,0.8573,15.48
2.87667,0.078138,0.8573,15.48
2.87833,0.078125,0.8573,15.48
2.88,0.078131,0.8573,15.47
2.88167,0.078152,0.8573,15.48
2.88333,0.07819,0.8573,15.49
2.885,0.078257,0.8573,15.5
2.88667,0.078321,0.8629,15.52
2.88833,0.078361,0.8629,15.52
2.89,0.07838,0.8629,15.53
2.89167,0.078392,0.8629,15.54
2.89333,0.078408,0.8629,15.53
2.895,0.078438,0.8629,15.53
2.89667,0.078479,0.8629,15.55
2.89833,0.07852,0.8657,15.56
2.9,0.078602,0.8657,15.57
2.90167,0.078846,0.8769,15.63
2.90333,0.079167,0.8713,15.7
2.905,0.079221,0.8685,15.72
2.90667,0.078948,0.8601,15.66
2.90833,0.078693,0.8601,15.6
2.91,0.078639,0.8657,15.6
2.91167,0.078665,0.8657,15.6
2.91333,0.078977,0.8769,15.67
2.915,0.079291,0.8769,15.74
2.91667,0.079365,0.8713,15.75
2.91833,0.079355,0.8713,15.73
2.92,0.079326,0.8713,15.73
2.92167,0.079304,0.8713,15.72
2.92333,0.079298,0.8713,15.72
2.925,0.079294,0.8713,15.72
2.92667,0.079304,0.8713,15.72
2.92833,0.079319,0.8713,15.73
2.93,0.079362,0.8713,15.73
2.93167,0.079431,0.8769,15.75
2.93333,0.0795,0.8769,15.76
2.935,0.079535,0.8769,15.77
2.93667,0.079545,0.8769,15.78
2.93833,0.079568,0.8769,15.78
2.94,0.079611,0.8769,15.78
2.94167,0.079629,0.8769,15.78
2.94333,0.079671,0.8769,15.8
2.945,0.079762,0.8881,15.81
2.94667,0.080163,0.8881,15.9
2.94833,0.080292,0.8825,15.93
2.95,0.080275,0.8825,15.93
2.95167,0.080115,0.8741,15.9
2.95333,0.0798,0.8741,15.82
2.955,0.07971,0.8741,15.81
2.95667,0.07976,0.8825,15.82
2.95833,0.080171,0.8909,15.9
2.96,0.080443,0.8909,15.96
2.96167,0.080499,0.8853,15.97
2.96333,0.080499,0.8853,15.97
2.965,0.080483,0.8853,15.97
2.96667,0.080473,0.8853,15.96
2.96833,0.080465,0.8853,15.96
2.97,0.080468,0.8853,15.97
2.97167,0.080481,0.8853,15.97
2.97333,0.0805,0.8853,15.96
2.975,0.080538,0.8853,15.97
2.97667,0.080591,0.8853,15.98
2.97833,0.080666,0.8909,16
2.98,0.080713,0.8909,16.01
2.98167,0.080755,0.8909,16.01
2.98333,0.080762,0.8909,16.02
2.985,0.080779,0.8909,16.02
2.98667,0.080798,0.8909,16.02
2.98833,0.08083,0.8909,16.03
2.99,0.080894,0.8965,16.04
2.99167,0.081266,0.9021,16.13
2.99333,0.081441,0.8965,16.17
2.995,0.081434,0.8965,16.16
2.99667,0.081253,0.8881,16.12
2.99833,0.080947,0.8881,16.06
3,0.080862,0.8881,16.04
3.00167,0.080911,0.8937,16.05
3.00333,0.081295,0.9049,16.13
3.005,0.081558,0.8993,16.2
3.00667,0.081619,0.8993,16.2
3.00833,0.081624,0.8993,16.2
3.01,0.0816,0.8993,16.2
3.01167,0.081542,0.8993,16.18
3.01333,0.081507,0.8993,16.17
3.015,0.081492,0.8993,16.17
3.01667,0.081494,0.8993,16.18
3.01833,0.081524,0.8993,16.18
3.02,0.081523,0.8993,16.18
3.02167,0.081561,0.8993,16.19
3.02333,0.081627,0.8993,16.2
3.025,0.081706,0.9049,16.22
3.02667,0.081784,0.9049,16.24
3.02833,0.081829,0.9049,16.25
3.03,0.081862,0.9049,16.26
3.03167,0.081889,0.9049,16.26
3.03333,0.081928,0.9049,16.26
3.035,0.082065,0.9161,16.29
3.03667,0.082465,0.9161,16.38
3.03833,0.08256,0.9105,16.4
3.04,0.082478,0.9021,16.38
3.04167,0.082075,0.9021,16.3
3.04333,0.081914,0.9021,16.27
3.045,0.081909,0.9077,16.27
3.04667,0.082175,0.9161,16.32
3.04833,0.082564,0.9161,16.4
3.05,0.08269,0.9161,16.43
3.05167,0.082678,0.9105,16.44
3.05333,0.082633,0.9105,16.42
3.055,0.082601,0.9105,16.41
3.05667,0.082591,0.9105,16.4
3.05833,0.082637,0.9105,16.41
3.06,0.08267,0.9105,16.42
3.06167,0.082724,0.9105,16.42
3.06333,0.082757,0.9161,16.43
3.065,0.082773,0.9161,16.44
3.06667,0.082777,0.9161,16.43
3.06833,0.082778,0.9161,16.44
3.07,0.082781,0.9161,16.44
3.07167,0.082798,0.9161,16.44
3.07333,0.082832,0.9161,16.44
3.075,0.082871,0.9161,16.45
3.07667,0.082931,0.9189,16.48
3.07833,0.082991,0.9189,16.49
3.08,0.083043,0.9217,16.5
3.08167,0.083441,0.9301,16.58
3.08333,0.083644,0.9245,16.63
3.085,0.083644,0.9161,16.64
3.08667,0.083268,0.9161,16.55
3.08833,0.083068,0.9161,16.51
3.09,0.083027,0.9161,16.51
3.09167,0.083105,0.9273,16.52
3.09333,0.083536,0.9301,16.6
3.095,0.083743,0.9301,16.65
3.09667,0.083744,0.9245,16.66
3.09833,0.083701,0.9245,16.64
3.1,0.083668,0.9245,16.64
3.10167,0.083635,0.9245,16.63
3.10333,0.083614,0.9245,16.64
3.105,0.08361,0.9245,16.64
3.10667,0.083617,0.9245,16.64
3.10833,0.083637,0.9245,16.65
3.11,0.083678,0.9301,16.67
3.11167,0.0837,0.9301,16.67
3.11333,0.083697,0.9301,16.68
3.115,0.083688,0.9301,16.67
3.11667,0.083677,0.9301,16.68
3.11833,0.083676,0.9301,16.68
3.12,0.083674,0.9301,16.69
3.12167,0.08369,0.9301,16.7
3.12333,0.08372,0.9329,16.72
3.125,0.083745,0.9329,16.73
3.12667,0.084008,0.9441,16.79
3.12833,0.084222,0.9385,16.85
3.13,0.084184,0.9357,16.86
3.13167,0.083812,0.9301,16.8
3.13333,0.083529,0.9301,16.75
3.135,0.083423,0.9301,16.73
3.13667,0.083428,0.9357,16.74
3.13833,0.083697,0.9441,16.81
3.14,0.083831,0.9441,16.88
3.14167,0.08373,0.9385,16.88
3.14333,0.083588,0.9385,16.88
3.145,0.083454,0.9385,16.88
3.14667,0.083352,0.9385,16.87
3.14833,0.083278,0.9385,16.87
3.15,0.083228,0.9385,16.87
3.15167,0.083199,0.9385,16.88
3.15333,0.083195,0.9385,16.89
3.155,0.083215,0.9385,16.9
3.15667,0.083264,0.9441,16.91
3.15833,0.083275,0.9441,16.92
3.16,0.083272,0.9441,16.91
3.16167,0.083261,0.9441,16.91
3.16333,0.08326,0.9441,16.92
3.165,0.083274,0.9441,16.92
3.16667,0.08328,0.9441,16.93
3.16833,0.083316,0.9441,16.94
3.17,0.083568,0.9553,17
3.17167,0.083906,0.9553,17.08
3.17333,0.08395,0.9497,17.09
3.175,0.083804,0.9413,17.05
3.17667,0.083448,0.9413,16.98
3.17833,0.083334,0.9413,16.96
3.18,0.083367,0.9497,16.96
3.18167,0.083765,0.9581,17.05
3.18333,0.084015,0.9525,17.11
3.185,0.084075,0.9525,17.11
3.18667,0.084075,0.9525,17.1
3.18833,0.084048,0.9525,17.1
3.19,0.084008,0.9525,17.1
3.19167,0.08397,0.9525,17.09
3.19333,0.083958,0.9525,17.09
3.195,0.083952,0.9525,17.08
3.19667,0.083953,0.9525,17.09
3.19833,0.083982,0.9525,17.1
3.2,0.084028,0.9525,17.11
3.20167,0.084089,0.9525,17.12
3.20333,0.08418,0.9581,17.14
3.205,0.08424,0.9581,17.15
3.20667,0.084274,0.9581,17.16
3.20833,0.084305,0.9581,17.16
3.21,0.084338,0.9581,17.17
3.21167,0.084382,0.9581,17.18
3.21333,0.084672,0.9693,17.24
3.215,0.084964,0.9693,17.31
3.21667,0.084992,0.9637,17.31
3.21833,0.084665,0.9553,17.24
3.22,0.084417,0.9553,17.19
3.22167,0.084368,0.9553,17.18
3.22333,0.084424,0.9609,17.19
3.225,0.084806,0.9693,17.27
3.22667,0.085073,0.9693,17.34
3.22833,0.08514,0.9693,17.35
3.23,0.08509,0.9637,17.33
3.23167,0.085032,0.9637,17.32
3.23333,0.085005,0.9637,17.31
3.235,0.084998,0.9637,17.3
3.23667,0.085004,0.9637,17.3
3.23833,0.085034,0.9637,17.32
3.24,0.085083,0.9637,17.32
3.24167,0.085142,0.9693,17.34
3.24333,0.085182,0.9693,17.35
3.245,0.0852,0.9693,17.35
3.24667,0.085217,0.9693,17.35
3.24833,0.085236,0.9693,17.35
3.25,0.085259,0.9693,17.36
3.25167,0.085299,0.9693,17.37
3.25333,0.085354,0.9721,17.38
3.255,0.085406,0.9721,17.39
3.25667,0.085447,0.9721,17.4
3.25833,0.085512,0.9833,17.41
3.26,0.085943,0.9833,17.5
3.26167,0.086072,0.9777,17.53
3.26333,0.086007,0.9665,17.52
3.265,0.08563,0.9665,17.44
3.26667,0.085493,0.9721,17.42
3.26833,0.085492,0.9721,17.41
3.27,0.085661,0.9833,17.45
3.27167,0.086053,0.9833,17.53
3.27333,0.086187,0.9833,17.56
3.275,0.086185,0.9777,17.55
3.27667,0.086166,0.9777,17.56
3.27833,0.086158,0.9777,17.56
3.28,0.086159,0.9777,17.55
3.28167,0.086169,0.9777,17.55
3.28333,0.086189,0.9777,17.55
3.285,0.086227,0.9777,17.56
3.28667,0.086289,0.9833,17.57
3.28833,0.086327,0.9833,17.57
3.29,0.086335,0.9833,17.58
3.29167,0.086345,0.9833,17.58
3.29333,0.086344,0.9833,17.58
3.295,0.086354,0.9833,17.58
3.29667,0.086368,0.9833,17.59
3.29833,0.086406,0.9833,17.59
3.3,0.086454,0.9833,17.59
3.30167,0.08653,0.9918,17.61
3.30333,0.086964,0.9946,17.7
3.305,0.087178,0.9946,17.76
3.30667,0.087165,0.9833,17.75
3.30833,0.086784,0.9805,17.66
3.31,0.086588,0.9805,17.62
3.31167,0.086568,0.9861,17.62
3.31333,0.086712,0.9974,17.65
3.315,0.087141,0.9974,17.74
3.31667,0.087277,0.9918,17.77
3.31833,0.0873,0.9918,17.78
3.32,0.08729,0.9918,17.77
3.32167,0.087278,0.9918,17.77
3.32333,0.087258,0.9918,17.77
3.325,0.087252,0.9918,17.76
3.32667,0.087255,0.9918,17.76
3.32833,0.087269,0.9918,17.76
3.33,0.087299,0.9918,17.77
3.33167,0.087353,0.9918,17.78
3.33333,0.087417,0.9974,17.79
3.335,0.087488,0.9974,17.81
3.33667,0.08753,0.9974,17.82
3.33833,0.087553,0.9974,17.82
3.34,0.087577,0.9974,17.82
3.34167,0.087602,0.9974,17.83
3.34333,0.087646,0.9974,17.84
3.345,0.087905,1.0086,17.89
3.34667,0.088247,1.0086,17.97
3.34833,0.088297,1.003,17.98
3.35,0.087985,0.9946,17.91
3.35167,0.087702,0.9946,17.85
3.35333,0.087627,0.9946,17.83
3.355,0.087686,1.0086,17.84
3.35667,0.088126,1.0086,17.93
3.35833,0.088383,1.0086,17.99
3.36,0.088445,1.0086,18
3.36167,0.088363,1.003,17.98
3.36333,0.08831,1.003,17.97
3.365,0.088286,1.003,17.96
3.36667,0.088285,1.003,17.97
3.36833,0.088306,1.003,17.97
3.37,0.088353,1.003,17.98
3.37167,0.088413,1.0086,18
3.37333,0.088445,1.0086,18.01
3.375,0.088461,1.0086,18.01
3.37667,0.088466,1.0086,18.01
3.37833,0.088478,1.0086,18.01
3.38,0.088502,1.0086,18.01
3.38167,0.088535,1.0086,18.02
3.38333,0.088579,1.0086,18.03
3.385,0.088649,1.0114,18.04
3.38667,0.088694,1.0114,18.04
3.38833,0.088742,1.0114,18.06
3.39,0.089053,1.0226,18.13
3.39167,0.089306,1.017,18.19
3.39333,0.089339,1.017,18.2
3.395,0.089096,1.0086,18.15
3.39667,0.088829,1.0086,18.08
3.39833,0.088728,1.0086,18.06
3.4,0.088816,1.0142,18.07
3.40167,0.089113,1.0226,18.13
3.40333,0.089433,1.0226,18.2
3.405,0.089528,1.0226,18.24
3.40667,0.089501,1.017,18.23
3.40833,0.089455,1.017,18.21
3.41,0.089435,1.017,18.2
3.41167,0.089429,1.017,18.2
3.41333,0.089427,1.017,18.21
3.415,0.08945,1.017,18.21
3.41667,0.08949,1.017,18.21
3.41833,0.089557,1.0226,18.22
3.42,0.089605,1.0226,18.23
3.42167,0.089627,1.0226,18.24
3.42333,0.089647,1.0226,18.25
3.425,0.089655,1.0226,18.25
3.42667,0.089676,1.0226,18.25
3.42833,0.089713,1.0226,18.26
3.43,0.089758,1.0226,18.26
3.43167,0.089825,1.0254,18.28
3.43333,0.089886,1.0282,18.29
3.435,0.090251,1.0338,18.37
3.43667,0.090492,1.0338,18.42
3.43833,0.09049,1.0282,18.42
3.44,0.09026,1.0198,18.37
3.44167,0.089923,1.0198,18.3
3.44333,0.089831,1.0254,18.28
3.445,0.089894,1.0366,18.3
3.44667,0.090342,1.0366,18.39
3.44833,0.090543,1.0366,18.44
3.45,0.090587,1.031,18.45
3.45167,0.090596,1.031,18.44
3.45333,0.090589,1.031,18.44
3.455,0.090586,1.031,18.44
3.45667,0.090586,1.031,18.44
3.45833,0.090596,1.031,18.44
3.46,0.090621,1.031,18.45
3.46167,0.09065,1.031,18.46
3.46333,0.090704,1.0366,18.47
3.465,0.090766,1.0366,18.48
3.46667,0.09079,1.0366,18.49
3.46833,0.090809,1.0366,18.49
3.47,0.090812,1.0366,18.49
3.47167,0.090825,1.0366,18.49
3.47333,0.090845,1.0366,18.49
3.475,0.09088,1.0366,18.5
3.47667,0.090993,1.0478,18.53
3.47833,0.091447,1.0478,18.63
3.48,0.091528,1.0422,18.65
3.48167,0.091483,1.0338,18.63
3.48333,0.091104,1.0338,18.55
3.485,0.090947,1.0338,18.52
3.48667,0.090942,1.0394,18.52
3.48833,0.091059,1.0478,18.54
3.49,0.091482,1.0478,18.63
3.49167,0.091658,1.0478,18.67
3.49333,0.091686,1.0478,18.68
3.495,0.091621,1.0422,18.67
3.49667,0.091569,1.0422,18.66
3.49833,0.091548,1.0422,18.65
3.5,0.091558,1.0422,18.65
3.50167,0.091601,1.0422,18.66
3.50333,0.091661,1.0478,18.67
3.505,0.091697,1.0478,18.67
3.50667,0.091718,1.0478,18.68
3.50833,0.091733,1.0478,18.69
3.51,0.09175,1.0478,18.69
3.51167,0.091787,1.0478,18.7
3.51333,0.091833,1.0478,18.7
3.515,0.0919,1.0506,18.72
3.51667,0.091936,1.0506,18.73
3.51833,0.09196,1.0506,18.73
3.52,0.09224,1.0618,18.79
3.52167,0.092521,1.0562,18.86
3.52333,0.092581,1.0562,18.87
3.525,0.092356,1.0478,18.82
3.52667,0.092047,1.0478,18.75
3.52833,0.091938,1.0478,18.73
3.53,0.091957,1.0534,18.74
3.53167,0.092216,1.0618,18.79
3.53333,0.092576,1.0618,18.86
3.535,0.092694,1.0618,18.9
3.53667,0.092693,1.0562,18.89
3.53833,0.092668,1.0562,18.89
3.54,0.092653,1.0562,18.88
3.54167,0.092649,1.0562,18.88
3.54333,0.092646,1.0562,18.88
3.545,0.092667,1.0562,18.89
3.54667,0.092699,1.0562,18.89
3.54833,0.092752,1.0618,18.9
3.55,0.092788,1.0618,18.92
3.55167,0.092792,1.0618,18.92
3.55333,0.092805,1.0618,18.92
3.555,0.092811,1.0618,18.91
3.55667,0.092815,1.0618,18.92
3.55833,0.092825,1.0618,18.92
3.56,0.092803,1.0618,18.92
3.56167,0.092869,1.0618,18.94
3.56333,0.093076,1.073,18.98
3.565,0.093482,1.073,19.07
3.56667,0.09358,1.0674,19.09
3.56833,0.093539,1.0674,19.08
3.57,0.093221,1.059,19.02
3.57167,0.093,1.059,18.97
3.57333,0.092965,1.0646,18.96
3.575,0.093056,1.073,18.98
3.57667,0.093494,1.073,19.07
3.57833,0.0937,1.073,19.12
3.58,0.09376,1.073,19.13
3.58167,0.093746,1.073,19.13
3.58333,0.093691,1.073,19.11
3.585,0.093616,1.073,19.09
3.58667,0.093545,1.0674,19.08
3.58833,0.093531,1.0674,19.08
3.59,0.093578,1.073,19.08
3.59167,0.093633,1.073,19.09
3.59333,0.093675,1.073,19.1
3.595,0.093722,1.073,19.12
3.59667,0.093778,1.073,19.14
3.59833,0.093844,1.0758,19.15
3.6,0.093895,1.0758,19.16
3.60167,0.09395,1.0758,19.17
3.60333,0.094282,1.0842,19.25
3.605,0.09452,1.0842,19.3
3.60667,0.094538,1.0786,19.31
3.60833,0.09445,1.0786,19.29
3.61,0.094279,1.0702,19.25
3.61167,0.093938,1.0702,19.18
3.61333,0.093842,1.0758,19.16
3.615,0.093902,1.087,19.17
3.61667,0.094366,1.087,19.26
3.61833,0.094579,1.087,19.32
3.62,0.094618,1.0814,19.32
3.62167,0.0946,1.0814,19.31
3.62333,0.094579,1.0814,19.31
3.625,0.094556,1.0814,19.31
3.62667,0.094561,1.0814,19.31
3.62833,0.094586,1.0814,19.31
3.63,0.094621,1.0814,19.32
3.63167,0.094678,1.087,19.34
3.63333,0.094705,1.087,19.34
3.635,0.094722,1.087,19.35
3.63667,0.094722,1.087,19.35
3.63833,0.094723,1.087,19.35
3.64,0.094727,1.087,19.35
3.64167,0.094744,1.087,19.34
3.64333,0.094768,1.087,19.35
3.645,0.094818,1.0898,19.37
3.64667,0.095015,1.0982,19.41
3.64833,0.095377,1.0982,19.49
3.65,0.095454,1.0926,19.51
3.65167,0.095399,1.0926,19.49
3.65333,0.0951,1.0842,19.43
3.655,0.094872,1.0842,19.38
3.65667,0.094829,1.0898,19.38
3.65833,0.094906,1.0982,19.4
3.66,0.09532,1.0982,19.49
3.66167,0.095536,1.0982,19.54
3.66333,0.095605,1.0982,19.55
3.665,0.095583,1.0982,19.53
3.66667,0.095524,1.0982,19.53
3.66833,0.095438,1.0926,19.51
3.67,0.095369,1.0926,19.49
3.67167,0.095365,1.0926,19.49
3.67333,0.095412,1.0982,19.5
3.675,0.095468,1.0982,19.53
3.67667,0.095511,1.0982,19.54
3.67833,0.095549,1.0982,19.54
3.68,0.095602,1.0982,19.56
3.68167,0.09565,1.101,19.58
3.68333,0.095708,1.101,19.59
3.685,0.095753,1.101,19.6
3.68667,0.096011,1.1094,19.66
3.68833,0.0963,1.1094,19.72
3.69,0.096336,1.1094,19.72
3.69167,0.096241,1.1038,19.7
3.69333,0.095994,1.0954,19.66
3.695,0.095673,1.0954,19.58
3.69667,0.095599,1.101,19.57
3.69833,0.095689,1.1122,19.6
3.7,0.096123,1.1122,19.68
3.70167,0.096305,1.1122,19.73
3.70333,0.096324,1.1066,19.74
3.705,0.096308,1.1066,19.74
3.70667,0.096293,1.1066,19.73
3.70833,0.096283,1.1066,19.73
3.71,0.096282,1.1066,19.74
3.71167,0.096296,1.1066,19.75
3.71333,0.096314,1.1066,19.74
3.715,0.09636,1.1122,19.76
3.71667,0.096409,1.1122,19.78
3.71833,0.096435,1.1122,19.78
3.72,0.096442,1.1122,19.79
3.72167,0.09644,1.1122,19.79
3.72333,0.096444,1.1122,19.79
3.725,0.096458,1.1122,19.8
3.72667,0.096482,1.1122,19.8
3.72833,0.096597,1.1234,19.83
3.73,0.09701,1.1234,19.91
3.73167,0.097108,1.1178,19.93
3.73333,0.09707,1.115,19.92
3.735,0.096721,1.1094,19.85
3.73667,0.096506,1.1094,19.8
3.73833,0.096469,1.115,19.81
3.74,0.096558,1.1234,19.82
3.74167,0.096956,1.1234,19.9
3.74333,0.097138,1.1234,19.94
3.745,0.097166,1.1234,19.96
3.74667,0.097115,1.1178,19.94
3.74833,0.097065,1.1178,19.92
3.75,0.097046,1.1178,19.93
3.75167,0.097055,1.1178,19.94
3.75333,0.097085,1.1178,19.94
3.755,0.097138,1.1234,19.95
3.75667,0.097171,1.1234,19.96
3.75833,0.097186,1.1234,19.98
3.76,0.097196,1.1234,19.98
3.76167,0.097209,1.1234,19.99
3.76333,0.097234,1.1234,19.99
3.765,0.097281,1.1234,19.99
3.76667,0.09733,1.1262,20.01
